method,scenario,episode,traffic_seed,espera_media_s,espera_p95_s,espera_max_s,fila_maxima,throughput,tempo_viagem_medio_s,espera_media_avenida_s,espera_media_local_s,n_veiculos,dqn_seed
dqn,grid,11,10011,676.6885813148789,2141.0,3524.0,1067.0,1511,395.0509596293845,578.0616478956728,858.7275711159738,2601,777
dqn,grid,12,10012,938.807212822796,2528.75,3476.0,1132.0,1109,500.9783588818756,752.9242219215156,1296.53515625,2246,777
dqn,grid,13,10013,525.8863468634686,1845.5499999999997,3475.0,836.0,1841,462.78924497555676,446.0062287655719,675.3230932203389,2710,777
dqn,grid,14,10014,924.4966945791098,2512.2,3495.0,1121.0,1134,481.5070546737213,766.153795379538,1242.6525198938991,2269,777
dqn,grid,15,10015,1065.9812750780204,2839.2000000000007,3518.0,1240.0,970,571.0453608247423,937.1798611111111,1296.9576587795766,2243,777
dqn,grid,16,10016,866.0240174672489,2722.0999999999995,3495.0,1085.0,1181,473.25740897544455,609.1462060456508,1488.4439461883408,2290,777
dqn,grid,17,10017,890.9808253438933,2511.3999999999996,3507.0,1182.0,1206,478.83665008291877,729.349701393497,1164.0504484304934,2399,777
dqn,grid,18,10018,673.3309648466717,2095.5999999999985,3462.0,1154.0,1509,474.80185553346587,519.0458869613879,984.162344983089,2674,777
dqn,grid,19,10019,840.1977170811251,2405.0,3421.0,1116.0,1323,566.9773242630386,685.1506097560975,1152.9618696186963,2453,777
dqn,grid,0,10000,69.18654230512992,194.0,1130.0,119.0,2816,183.99076704545453,63.96452790818988,78.41290322580645,3002,2024
dqn,grid,1,10001,73.23874026413816,204.0,1369.0,109.0,2786,185.93000717875088,71.82274590163935,76.0,2953,2024
dqn,grid,2,10002,87.32079274437353,274.1999999999998,1276.0,121.0,2816,203.04936079545453,81.5352971051295,98.62202380952381,2977,2024
dqn,grid,3,10003,69.52364104213574,205.0,1129.0,113.0,2971,183.73443285089195,64.9130859375,78.42318567389255,3109,2024
dqn,grid,4,10004,70.15072559366754,212.44999999999982,1165.0,108.0,2874,180.8785664578984,69.54042136207741,71.40766902119071,3032,2024
dqn,grid,5,10005,72.22545090180361,196.0,983.0,100.0,2855,186.67775831873905,70.44467532467533,75.43217960710945,2994,2024
dqn,grid,6,10006,82.16240753194351,267.6999999999998,1793.0,113.0,2815,194.15559502664297,85.17976965448172,75.99488229273285,2974,2024
dqn,grid,7,10007,74.0184331797235,232.1500000000001,938.0,120.0,2866,189.73796231681786,69.43465197796695,82.81171950048031,3038,2024
dqn,grid,8,10008,72.0039603960396,198.0,1201.0,116.0,2869,186.83861972812826,69.1495,77.54660194174757,3030,2024
dqn,grid,9,10009,76.39747843397478,244.0,1279.0,119.0,2854,189.95164681149265,73.30271084337349,82.42954990215264,3014,2024
